[DOMAIN:标签] [CAT:物品/动物] mammal | 哺乳动物
[DOMAIN:标签] [CAT:物品/其他物品] wooden_lantern | 木灯笼
[DOMAIN:标签] [CAT:物品/乐器] fender_jazz_bass | 芬达爵士贝斯
[DOMAIN:标签] [CAT:物品/其他物品] sailboat | 帆船
[DOMAIN:标签] [CAT:物品/其他物品] relay_baton | 接力棒
[DOMAIN:标签] [CAT:物品/其他物品] nendoroid | 粘土人
[DOMAIN:标签] [CAT:物品/其他物品] magical_sapphire | 魔法蓝宝石
[DOMAIN:标签] [CAT:物品/食物] pomegranate | 石榴
[DOMAIN:标签] [CAT:物品/动物] sableye | 勾魂眼
[DOMAIN:标签] [CAT:物品/其他物品] glass_writing | 玻璃写字
[DOMAIN:标签] [CAT:物品/动物] goose | 鹅
[DOMAIN:标签] [CAT:物品/其他物品] parachute | 降落伞
[DOMAIN:标签] [CAT:物品/其他物品] door_handle | 门把手
[DOMAIN:标签] [CAT:物品/其他物品] mortar_(bowl) | 研钵（容器）
[DOMAIN:标签] [CAT:物品/武器] double-blade | 双刃
[DOMAIN:标签] [CAT:物品/植物] daffodil | 黄水仙
[DOMAIN:标签] [CAT:物品/其他物品] shampoo | 洗发水
[DOMAIN:标签] [CAT:物品/动物] tiger_paws | 虎掌
[DOMAIN:标签] [CAT:物品/其他物品] star_balloon | 星星气球
[DOMAIN:标签] [CAT:物品/其他物品] paint_tube | 颜料管
[DOMAIN:标签] [CAT:物品/其他物品] ring_box | 戒指盒
[DOMAIN:标签] [CAT:物品/餐具] basin | 水盆
[DOMAIN:标签] [CAT:物品/成人玩具] clitoris_ring | 阴蒂环
[DOMAIN:标签] [CAT:物品/其他物品] craft_essence_(fate) | 概念礼装（Fate）
[DOMAIN:标签] [CAT:物品/其他物品] omamori | 御守
[DOMAIN:标签] [CAT:物品/食物] shaped_lollipop | 造型棒棒糖
[DOMAIN:标签] [CAT:物品/动物] giraffe_horns | 长颈鹿角
[DOMAIN:标签] [CAT:物品/武器] railgun | 电磁炮
[DOMAIN:标签] [CAT:物品/食物] coffee_beans | 咖啡豆
[DOMAIN:标签] [CAT:物品/其他物品] marble_(toy) | 弹珠（玩具）
[DOMAIN:标签] [CAT:物品/植物] green_butterfly | 绿蝴蝶
[DOMAIN:标签] [CAT:物品/武器] crystal_sword | 水晶剑
[DOMAIN:标签] [CAT:物品/食物] sakura_mochi | 樱饼
[DOMAIN:标签] [CAT:物品/食物] ikayaki | 烤鱿鱼
[DOMAIN:标签] [CAT:物品/其他物品] breast_mousepad | 胸部鼠标垫
[DOMAIN:标签] [CAT:物品/其他物品] stuffed_lion | 毛绒狮子
[DOMAIN:标签] [CAT:物品/食物] hotpot | 火锅
[DOMAIN:标签] [CAT:物品/其他物品] in_bag | 在包内
[DOMAIN:标签] [CAT:物品/其他物品] exhaust | 排气管
[DOMAIN:标签] [CAT:物品/其他物品] 2channel | 2频道
[DOMAIN:标签] [CAT:物品/武器] machete | 砍刀
[DOMAIN:标签] [CAT:物品/植物] red_tulip | 红色郁金香
[DOMAIN:标签] [CAT:物品/数码设备] cassette_player | 卡带播放器
[DOMAIN:标签] [CAT:物品/其他物品] folding_screen | 屏风
[DOMAIN:标签] [CAT:物品/其他物品] air_mattress | 充气床垫
[DOMAIN:标签] [CAT:物品/其他物品] vehicle_request | 车辆征用
[DOMAIN:标签] [CAT:物品/其他物品] see-through_curtains | 透明窗帘
[DOMAIN:标签] [CAT:物品/其他物品] oxygen_tank | 氧气罐
[DOMAIN:标签] [CAT:物品/数码设备] camera_phone | 拍照手机
[DOMAIN:标签] [CAT:物品/其他物品] floatie | 漂浮圈
[DOMAIN:标签] [CAT:物品/其他物品] gift_wrapping | 礼品包装
[DOMAIN:标签] [CAT:物品/其他物品] water_balloon | 水球
[DOMAIN:标签] [CAT:物品/其他物品] jade_(gemstone) | 翡翠（宝石）
[DOMAIN:标签] [CAT:物品/武器] concealed_weapon | 隐藏武器
[DOMAIN:标签] [CAT:物品/其他物品] paint_roller | 油漆滚筒
[DOMAIN:标签] [CAT:物品/其他物品] ukagaka | 伺か
[DOMAIN:标签] [CAT:物品/其他物品] inflatable_orca | 充气虎鲸
[DOMAIN:标签] [CAT:物品/武器] sword_of_the_creator | 创造之剑
[DOMAIN:标签] [CAT:物品/其他物品] piper_wheel | 派珀轮
[DOMAIN:标签] [CAT:物品/其他物品] ?_block | ？方块
[DOMAIN:标签] [CAT:物品/动物] griffin | 狮鹫
[DOMAIN:标签] [CAT:物品/其他物品] backpack_basket | 背包篮
[DOMAIN:标签] [CAT:物品/其他物品] compact_(cosmetics) | 粉饼（化妆品）
[DOMAIN:标签] [CAT:物品/其他物品] green_umbrella | 绿色雨伞
[DOMAIN:标签] [CAT:物品/其他物品] red_car | 红色汽车
[DOMAIN:标签] [CAT:物品/武器] kerberos_blade | 刻耳柏洛斯之刃
[DOMAIN:标签] [CAT:物品/其他物品] blahaj | 布罗艾鲨
[DOMAIN:标签] [CAT:物品/其他物品] king_(playing_card) | 国王（扑克牌）
[DOMAIN:标签] [CAT:物品/武器] sig_556 | SIG 556步枪
[DOMAIN:标签] [CAT:物品/武器] gunpod | 枪式吊舱
[DOMAIN:标签] [CAT:物品/食物] miso_soup | 味噌汤
[DOMAIN:标签] [CAT:物品/其他物品] matches | 火柴
[DOMAIN:标签] [CAT:物品/其他物品] dragon_claw | 龙爪
[DOMAIN:标签] [CAT:物品/食物] canned_food | 罐头食品
[DOMAIN:标签] [CAT:物品/其他物品] pebble | 鹅卵石
[DOMAIN:标签] [CAT:物品/动物] dead_animal | 动物尸体
[DOMAIN:标签] [CAT:物品/其他物品] yen | 日元
[DOMAIN:标签] [CAT:物品/武器] mauser_c96 | 毛瑟C96
[DOMAIN:标签] [CAT:物品/其他物品] sculpture | 雕塑
[DOMAIN:标签] [CAT:物品/其他物品] spool | 线轴
[DOMAIN:标签] [CAT:物品/武器] cutlass | 弯刀
[DOMAIN:标签] [CAT:物品/动物] flamingo | 火烈鸟
[DOMAIN:标签] [CAT:物品/其他物品] carriage | 马车
[DOMAIN:标签] [CAT:物品/武器] flail | 连枷
[DOMAIN:标签] [CAT:物品/其他物品] grief_seed | 悲叹之种
[DOMAIN:标签] [CAT:物品/动物] gokotai's_tigers | 五骨太的老虎
[DOMAIN:标签] [CAT:物品/动物] space_cat_(meme) | 太空猫（网络迷因）
[DOMAIN:标签] [CAT:物品/食物] zouni_soup | 杂煮汤
[DOMAIN:标签] [CAT:物品/其他物品] baton | 指挥棒
[DOMAIN:标签] [CAT:物品/动物] sentret | 尾立
[DOMAIN:标签] [CAT:物品/其他物品] manhole_cover | 井盖
[DOMAIN:标签] [CAT:物品/餐具] utensil | 餐具
[DOMAIN:标签] [CAT:物品/乐器] fender_telecaster | 芬达Telecaster电吉他
[DOMAIN:标签] [CAT:物品/其他物品] stuffed_octopus | 章鱼玩偶
[DOMAIN:标签] [CAT:物品/食物] chestnut | 栗子
[DOMAIN:标签] [CAT:物品/食物] strawberry_parfait | 草莓芭菲
[DOMAIN:标签] [CAT:物品/成人玩具] jewel_butt_plug | 珠宝肛塞
[DOMAIN:标签] [CAT:物品/食物] jelly_bean | 糖豆
[DOMAIN:标签] [CAT:物品/武器] bazooka_(gundam) | 火箭炮（高达）
[DOMAIN:标签] [CAT:物品/其他物品] ace_of_diamonds | 钻石王牌
[DOMAIN:标签] [CAT:物品/其他物品] ship's_wheel | 船舵
[DOMAIN:标签] [CAT:物品/其他物品] hane_(hanetsuki) | 羽根（羽子板）
[DOMAIN:标签] [CAT:物品/数码设备] tactical_surface_fighter | 战术表面战斗机
[DOMAIN:标签] [CAT:物品/动物] mini_dragon | 迷你龙
[DOMAIN:标签] [CAT:物品/动物] cub | 幼兽
[DOMAIN:标签] [CAT:物品/其他物品] paw_stick | 爪爪棒
[DOMAIN:标签] [CAT:物品/植物] oversized_flower | 超大花朵
[DOMAIN:标签] [CAT:物品/动物] falcon | 猎鹰
[DOMAIN:标签] [CAT:物品/成人玩具] fixed_dildo | 固定假阳具
[DOMAIN:标签] [CAT:物品/其他物品] pyramid_(geometry) | 棱锥体（几何）
[DOMAIN:标签] [CAT:物品/食物] hot_chocolate | 热巧克力
[DOMAIN:标签] [CAT:物品/其他物品] yellow_innertube | 黄色游泳圈
[DOMAIN:标签] [CAT:物品/动物] red_panda | 小熊猫
[DOMAIN:标签] [CAT:物品/其他物品] push-button | 按压式按钮
[DOMAIN:标签] [CAT:物品/食物] apple_pie | 苹果派
[DOMAIN:标签] [CAT:物品/其他物品] kuromorimine_(emblem) | 黑森峰（徽章）
[DOMAIN:标签] [CAT:物品/其他物品] cold_pack | 冷敷包
[DOMAIN:标签] [CAT:物品/动物] animal_skeleton | 动物骨架
[DOMAIN:标签] [CAT:排除/媒体噪音] trinity_general_school_logo | 三一综合学校校徽
[DOMAIN:标签] [CAT:物品/动物] red_panda_tail | 小熊猫尾巴
[DOMAIN:标签] [CAT:物品/数码设备] camera_flash | 相机闪光灯
[DOMAIN:标签] [CAT:物品/动物] bakeneko | 化猫
[DOMAIN:标签] [CAT:物品/动物] komainu | 狛犬
[DOMAIN:标签] [CAT:物品/食物] black_tea | 红茶
[DOMAIN:标签] [CAT:物品/食物] cheese-kun | 芝士君
[DOMAIN:标签] [CAT:物品/武器] h&k_mp5 | H&K MP5冲锋枪
[DOMAIN:标签] [CAT:物品/其他物品] countertop | 台面
[DOMAIN:标签] [CAT:物品/动物] axolotl | 美西钝口螈
[DOMAIN:标签] [CAT:物品/其他物品] stand_(jjba) | 替身（JOJO的奇妙冒险）
[DOMAIN:标签] [CAT:物品/数码设备] rotom_dex | 洛托姆图鉴
[DOMAIN:标签] [CAT:物品/武器] h&k_g11 | H&K G11步枪
[DOMAIN:标签] [CAT:物品/其他物品] car_seat | 汽车座椅
[DOMAIN:标签] [CAT:物品/植物] forget-me-not_(flower) | 勿忘我（花）
[DOMAIN:标签] [CAT:物品/武器] tachi_(weapon) | 太刀（武器）
[DOMAIN:标签] [CAT:物品/其他物品] flying_nimbus | 筋斗云
[DOMAIN:标签] [CAT:物品/动物] hydreigon | 三首恶龙
[DOMAIN:标签] [CAT:物品/其他物品] on_pillow | 枕上
[DOMAIN:标签] [CAT:物品/其他物品] transformation_brooch_(sailor_moon) | 变身胸针（美少女战士）
[DOMAIN:标签] [CAT:物品/武器] thompson_submachine_gun | 汤姆逊冲锋枪
[DOMAIN:标签] [CAT:物品/其他物品] originium_(arknights) | 源石（明日方舟）
[DOMAIN:标签] [CAT:物品/其他物品] toy_hammer | 玩具锤
[DOMAIN:标签] [CAT:物品/其他物品] open_bag | 敞开背包
[DOMAIN:标签] [CAT:物品/其他物品] detonator | 起爆器
[DOMAIN:标签] [CAT:物品/其他物品] feather_duster | 羽毛掸子
[DOMAIN:标签] [CAT:物品/数码设备] computer_tower | 电脑主机
[DOMAIN:标签] [CAT:物品/数码设备] tamagotchi | 拓麻歌子
[DOMAIN:标签] [CAT:物品/其他物品] mini_flag | 迷你旗
[DOMAIN:标签] [CAT:物品/食物] mint_chocolate | 薄荷巧克力
[DOMAIN:标签] [CAT:物品/其他物品] baking_sheet | 烘焙烤盘
[DOMAIN:标签] [CAT:物品/其他物品] flaming_skull | 烈焰骷髅
[DOMAIN:标签] [CAT:物品/动物] alpaca | 羊驼
[DOMAIN:标签] [CAT:物品/植物] fruit_tree | 果树
[DOMAIN:标签] [CAT:物品/其他物品] vintage_microphone | 复古麦克风
[DOMAIN:标签] [CAT:物品/数码设备] cracked_screen | 碎裂屏幕
[DOMAIN:标签] [CAT:物品/武器] pgm_hecate_ii | PGM赫卡忒II型
[DOMAIN:标签] [CAT:物品/其他物品] fluff | 绒毛
[DOMAIN:标签] [CAT:物品/武器] spiked_knuckles | 尖刺指虎
[DOMAIN:标签] [CAT:物品/食物] corn_dog | 玉米热狗
[DOMAIN:标签] [CAT:物品/植物] yellow_tulip | 黄色郁金香
[DOMAIN:标签] [CAT:物品/武器] song_of_broken_pines_(genshin_impact) | 松籁响起之时（原神）
[DOMAIN:标签] [CAT:物品/其他物品] sports_utility_vehicle | 运动型多用途车
[DOMAIN:标签] [CAT:物品/武器] harpoon | 鱼叉
[DOMAIN:标签] [CAT:物品/武器] ak-12 | AK-12突击步枪
[DOMAIN:标签] [CAT:物品/学习用品] academic_test | 学业测验
[DOMAIN:标签] [CAT:物品/植物] epiphyllum | 昙花
[DOMAIN:标签] [CAT:物品/其他物品] armored_vehicle | 装甲车
[DOMAIN:标签] [CAT:物品/其他物品] credit_card | 信用卡
[DOMAIN:标签] [CAT:物品/其他物品] great_ball | 超级球
[DOMAIN:标签] [CAT:物品/动物] weasel | 黄鼠狼
[DOMAIN:标签] [CAT:物品/其他物品] open_box | 打开盒子
[DOMAIN:标签] [CAT:物品/植物] moonlight_flower | 月光花
[DOMAIN:标签] [CAT:物品/其他物品] baby_carry | 婴儿背带
[DOMAIN:标签] [CAT:物品/其他物品] clam_shell | 蛤壳
[DOMAIN:标签] [CAT:物品/其他物品] mailbox | 信箱
[DOMAIN:标签] [CAT:物品/其他物品] star_of_life | 生命之星
[DOMAIN:标签] [CAT:物品/食物] salmon | 鲑鱼
[DOMAIN:标签] [CAT:物品/其他物品] crime_prevention_buzzer_threat | 防狼警报器威胁
[DOMAIN:标签] [CAT:物品/其他物品] electrodes | 电极片
[DOMAIN:标签] [CAT:物品/动物] wild_geese | 野雁
[DOMAIN:标签] [CAT:物品/动物] ostrich | 鸵鸟
[DOMAIN:标签] [CAT:物品/植物] osmanthus | 桂花
[DOMAIN:标签] [CAT:物品/其他物品] shoshinsha_mark | 初心者标记
[DOMAIN:标签] [CAT:物品/成人玩具] ofuda_on_pussy | 阴部贴符
[DOMAIN:标签] [CAT:物品/其他物品] cat_o'_nine_tails | 九尾猫
[DOMAIN:标签] [CAT:物品/其他物品] no_entry_sign | 禁止入内标志
[DOMAIN:标签] [CAT:物品/植物] butterfly_on_head | 头顶蝴蝶
[DOMAIN:标签] [CAT:物品/其他物品] white_rope | 白绳
[DOMAIN:标签] [CAT:物品/学习用品] binder | 活页夹
[DOMAIN:标签] [CAT:物品/食物] dr_pepper | 胡椒博士
[DOMAIN:标签] [CAT:物品/植物] clover_(flower) | 三叶草（花）
[DOMAIN:标签] [CAT:物品/其他物品] grandfather_clock | 落地钟
[DOMAIN:标签] [CAT:物品/数码设备] icon_(computing) | 图标（计算机）
[DOMAIN:标签] [CAT:物品/其他物品] easy_chair | 安乐椅
[DOMAIN:标签] [CAT:物品/其他物品] inflatable_dolphin | 充气海豚
[DOMAIN:标签] [CAT:物品/成人玩具] dildo_under_clothes | 衣内按摩棒
[DOMAIN:标签] [CAT:物品/其他物品] unicorn_gundam | 独角兽高达
[DOMAIN:标签] [CAT:物品/其他物品] chaise_longue | 躺椅
[DOMAIN:标签] [CAT:物品/其他物品] banana_boat | 香蕉船
[DOMAIN:标签] [CAT:物品/其他物品] heart_pillow | 心形枕头
[DOMAIN:标签] [CAT:物品/食物] thumbprint_cookie | 拇指印饼干
[DOMAIN:标签] [CAT:物品/其他物品] table_tennis | 乒乓球
[DOMAIN:标签] [CAT:物品/其他物品] bunk_bed | 双层床
[DOMAIN:标签] [CAT:物品/其他物品] cocktail_umbrella | 鸡尾酒小伞
[DOMAIN:标签] [CAT:物品/食物] mitarashi_dango | 御手团子
[DOMAIN:标签] [CAT:物品/武器] laser_gun | 激光枪
[DOMAIN:标签] [CAT:物品/食物] bear_paws | 熊掌
[DOMAIN:标签] [CAT:物品/数码设备] cassette_tape | 卡式磁带
[DOMAIN:标签] [CAT:物品/武器] h&k_mp7 | H&K MP7冲锋枪
[DOMAIN:标签] [CAT:物品/动物] koala | 树袋熊
[DOMAIN:标签] [CAT:物品/其他物品] exit_sign | 出口标识
[DOMAIN:标签] [CAT:物品/动物] orange_butterfly | 橙蝴蝶
[DOMAIN:标签] [CAT:物品/其他物品] star-shaped_pillow | 星形抱枕
[DOMAIN:标签] [CAT:物品/动物] dog_paws | 狗爪
[DOMAIN:标签] [CAT:物品/数码设备] studio_microphone | 录音室麦克风
[DOMAIN:标签] [CAT:物品/其他物品] yoga_mat | 瑜伽垫
[DOMAIN:标签] [CAT:物品/餐具] ice_cream_spoon | 冰淇淋勺
[DOMAIN:标签] [CAT:物品/其他物品] upright_restraints | 直立拘束装置
[DOMAIN:标签] [CAT:物品/其他物品] harisen | 纸扇
[DOMAIN:标签] [CAT:物品/食物] garnish | 装饰菜
[DOMAIN:标签] [CAT:物品/其他物品] stasis_tank | 停滞舱
[DOMAIN:标签] [CAT:物品/餐具] tankard | 啤酒杯
[DOMAIN:标签] [CAT:物品/其他物品] block_(object) | 方块（物体）
[DOMAIN:标签] [CAT:物品/武器] ninjatou | 忍者刀
[DOMAIN:标签] [CAT:物品/其他物品] lit_fuse | 点燃引信
[DOMAIN:标签] [CAT:物品/食物] christian_louboutin_(brand) | 克里斯提·鲁布托（品牌）
[DOMAIN:标签] [CAT:物品/其他物品] gauge | 量表
[DOMAIN:标签] [CAT:排除/媒体噪音] pages | 书页
[DOMAIN:标签] [CAT:物品/其他物品] koban_(gold) | 小判（金币）
[DOMAIN:标签] [CAT:物品/餐具] nabe | 锅
[DOMAIN:标签] [CAT:物品/武器] shield_module | 护盾模块
[DOMAIN:标签] [CAT:物品/其他物品] kotobukiya_bishoujo | 寿屋美少女
[DOMAIN:标签] [CAT:物品/武器] stinger | 毒刺
[DOMAIN:标签] [CAT:物品/其他物品] celtic_knot | 凯尔特绳结
[DOMAIN:标签] [CAT:物品/食物] pie_slice | 派切片
[DOMAIN:标签] [CAT:物品/数码设备] robotic_vacuum_cleaner | 扫地机器人
[DOMAIN:标签] [CAT:物品/餐具] dishes | 餐碟
[DOMAIN:标签] [CAT:物品/学习用品] book_holster | 书籍挂套
[DOMAIN:标签] [CAT:物品/其他物品] bible_(object) | 圣经（物品）
[DOMAIN:标签] [CAT:物品/植物] coral_(pokemon) | 珊瑚（宝可梦）
[DOMAIN:标签] [CAT:物品/动物] rockruff | 岩狗狗
[DOMAIN:标签] [CAT:物品/成人玩具] too_many_sex_toys | 过多情趣玩具
[DOMAIN:标签] [CAT:物品/其他物品] ability_card_(touhou) | 能力卡（东方）
[DOMAIN:标签] [CAT:物品/武器] ha-class_destroyer | 哈级驱逐舰
[DOMAIN:标签] [CAT:排除/媒体噪音] penguin_logistics_logo | 企鹅物流标志
[DOMAIN:标签] [CAT:物品/其他物品] white_car | 白色汽车
[DOMAIN:标签] [CAT:物品/其他物品] bmw | 宝马
[DOMAIN:标签] [CAT:物品/动物] piglet | 猪崽
[DOMAIN:标签] [CAT:物品/动物] multiple_cats | 群猫
[DOMAIN:标签] [CAT:物品/其他物品] character_cutout | 角色立牌
[DOMAIN:标签] [CAT:物品/其他物品] goodsmile_company | 良笑社
[DOMAIN:标签] [CAT:物品/其他物品] anemo_symbol_(genshin_impact) | 风元素符号（原神）
[DOMAIN:标签] [CAT:物品/其他物品] shower_curtain | 浴帘
[DOMAIN:标签] [CAT:物品/其他物品] portable_stove | 便携炉
[DOMAIN:标签] [CAT:物品/其他物品] ice_manipulation | 冰操纵
[DOMAIN:标签] [CAT:物品/武器] buckler | 小圆盾
[DOMAIN:标签] [CAT:物品/植物] grey_rose | 灰玫瑰
[DOMAIN:标签] [CAT:物品/动物] rhinoceros_beetle | 独角仙
[DOMAIN:标签] [CAT:物品/植物] yellow_petals | 黄色花瓣
[DOMAIN:标签] [CAT:物品/其他物品] punching_bag | 沙袋
[DOMAIN:标签] [CAT:物品/其他物品] mattress | 床垫
[DOMAIN:标签] [CAT:物品/数码设备] light_switch | 电灯开关
[DOMAIN:标签] [CAT:物品/成人玩具] penis_leash | 阴茎牵绳
[DOMAIN:标签] [CAT:物品/植物] alolan_exeggutor | 阿罗拉椰蛋树
[DOMAIN:标签] [CAT:物品/数码设备] playstation_vita | PlayStation Vita
[DOMAIN:标签] [CAT:物品/其他物品] roulette_table | 轮盘赌桌
[DOMAIN:标签] [CAT:物品/食物] soba | 荞麦面
[DOMAIN:标签] [CAT:物品/武器] yamato_(sword) | 大和（刀剑）
[DOMAIN:标签] [CAT:物品/食物] sashimi | 刺身
[DOMAIN:标签] [CAT:物品/其他物品] display_case | 展示柜
[DOMAIN:标签] [CAT:物品/其他物品] cotton_swab | 棉签
[DOMAIN:标签] [CAT:物品/食物] fruit_tart | 水果挞
[DOMAIN:标签] [CAT:物品/其他物品] pill_bottle | 药瓶
[DOMAIN:标签] [CAT:物品/其他物品] candlestick | 烛台
[DOMAIN:标签] [CAT:物品/植物] gerbera | 非洲菊
[DOMAIN:标签] [CAT:物品/动物] pokemon_on_arm | 手臂上的宝可梦
[DOMAIN:标签] [CAT:物品/动物] peacock | 孔雀
[DOMAIN:标签] [CAT:物品/乐器] pipa_(instrument) | 琵琶（乐器）
[DOMAIN:标签] [CAT:物品/动物] crobat | 叉字蝠
[DOMAIN:标签] [CAT:物品/其他物品] power_item_(touhou) | 灵力道具（东方）
[DOMAIN:标签] [CAT:物品/动物] capybara | 水豚
[DOMAIN:标签] [CAT:物品/其他物品] bucket_of_water | 水桶
[DOMAIN:标签] [CAT:物品/植物] cherry_tree | 樱花树
[DOMAIN:标签] [CAT:物品/食物] pretzel | 椒盐卷饼
[DOMAIN:标签] [CAT:物品/其他物品] postage_stamp | 邮票
[DOMAIN:标签] [CAT:物品/其他物品] string_pull | 拉线
[DOMAIN:标签] [CAT:物品/武器] meslamtaea_(weapon) | 梅斯拉姆泰亚（武器）
[DOMAIN:标签] [CAT:物品/其他物品] armillary_sphere | 浑天仪
[DOMAIN:标签] [CAT:物品/武器] spiked_mace | 尖刺钉头锤
[DOMAIN:标签] [CAT:物品/学习用品] notes | 便签
[DOMAIN:标签] [CAT:物品/动物] corsola | 太阳珊瑚
[DOMAIN:标签] [CAT:物品/植物] chinese_bellflower | 桔梗
[DOMAIN:标签] [CAT:物品/食物] lemonade | 柠檬水
[DOMAIN:标签] [CAT:物品/植物] dandelion_seed | 蒲公英种子
[DOMAIN:标签] [CAT:物品/食物] hardboiled_egg | 水煮蛋
[DOMAIN:标签] [CAT:物品/其他物品] bubble_pipe | 泡泡烟斗
[DOMAIN:标签] [CAT:物品/其他物品] satellite | 卫星
[DOMAIN:标签] [CAT:物品/其他物品] white_headphones | 白色耳机
[DOMAIN:标签] [CAT:物品/动物] great_pyrenees | 大白熊犬
[DOMAIN:标签] [CAT:物品/其他物品] under_blanket | 毯子下
[DOMAIN:标签] [CAT:物品/植物] weeds | 杂草
[DOMAIN:标签] [CAT:物品/数码设备] console | 控制台
[DOMAIN:标签] [CAT:物品/其他物品] ace_of_clubs | 梅花A
[DOMAIN:标签] [CAT:物品/植物] gold_osmanthus | 金桂
[DOMAIN:标签] [CAT:物品/学习用品] animation_paper | 动画纸
[DOMAIN:标签] [CAT:物品/乐器] trombone | 长号
[DOMAIN:标签] [CAT:物品/其他物品] mega_stone | 超级石
[DOMAIN:标签] [CAT:物品/其他物品] z_flag | Z旗
[DOMAIN:标签] [CAT:物品/乐器] keytar | 键盘吉他
